"","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","Tumor","CenterName","Submission","Consent","RunHash","ReadHash"
"90","SRR4785939","2017-06-20 16:29:13","2016-11-01 19:44:25","85842430","17124154347","85842430","199","5098","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785939/SRR4785939.1","SRX2316170","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773091","SAMN05963948","simple","9606","Homo sapiens","GSM2371097","no","GEO","SRA488109","public","E8321BAE16F344614AC73D64ADF42A74","3DBD6B66AC08493619FF6235E5E613E5"
"91","SRR4785940","2017-06-20 16:29:13","2016-11-01 19:13:03","90488664","18047226277","90488664","199","5177","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785940/SRR4785940.1","SRX2316171","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773093","SAMN05964026","simple","9606","Homo sapiens","GSM2371098","no","GEO","SRA488109","public","50F4748B67463B53D7594971AF36EDBB","6B23E574DF8EE48705A42C969D05640A"
"92","SRR4785941","2017-06-20 16:29:13","2016-11-01 18:59:04","87697749","17531413361","87697749","199","5031","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785941/SRR4785941.1","SRX2316172","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773094","SAMN05963954","simple","9606","Homo sapiens","GSM2371099","no","GEO","SRA488109","public","0C29282B0DCFECB3D56D3FAE2F7FCC66","6CFCB939CB0FB1CFC73CB62B04382D63"
"93","SRR4785942","2017-06-20 16:29:13","2016-11-01 19:07:30","85619440","17156457930","85619440","200","4814","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785942/SRR4785942.1","SRX2316173","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773096","SAMN05963953","simple","9606","Homo sapiens","GSM2371100","no","GEO","SRA488109","public","39C33B4A5A73C61969A641A7679C9444","8356001D079DA1918F4F01AF57255E27"
"94","SRR4785943","2017-06-20 16:29:14","2016-11-01 19:04:53","87144218","17409870550","87144218","199","4729","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785943/SRR4785943.1","SRX2316174","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773095","SAMN05963952","simple","9606","Homo sapiens","GSM2371101","no","GEO","SRA488109","public","14C9EA8391E34D9FC04EF29023259586","B3E9775E13B68A7F69F90D6B8D4D1197"
"95","SRR4785944","2017-06-20 16:29:14","2016-11-01 18:51:50","93298522","18668054246","93298522","200","5987","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785944/SRR4785944.1","SRX2316175","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773097","SAMN05963951","simple","9606","Homo sapiens","GSM2371102","no","GEO","SRA488109","public","A547C64B4CA1578528A85686736D6976","F3DF6A3DB2A0446776D68ED72D442872"
"96","SRR4785945","2017-06-20 16:29:14","2016-11-01 19:06:38","94072820","18803764597","94072820","199","5655","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785945/SRR4785945.1","SRX2316176","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773099","SAMN05963950","simple","9606","Homo sapiens","GSM2371103","no","GEO","SRA488109","public","32B9EC0DB6D0D930BE9CE4AD80AA38CA","9C4EAC547C096547DB56CB52CCF5BD32"
"97","SRR4785946","2017-06-20 16:29:14","2016-11-01 19:14:07","82645247","16492027665","82645247","199","5478","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785946/SRR4785946.1","SRX2316177","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773098","SAMN05963949","simple","9606","Homo sapiens","GSM2371104","no","GEO","SRA488109","public","A99F6E60E9800FDC46AF69279F18C95A","4E3CF7EEFDABC7558CD2C8DE5D5390D0"
"98","SRR4785947","2017-06-20 16:29:14","2016-11-01 19:57:16","87344704","17399154609","87344704","199","5149","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785947/SRR4785947.1","SRX2316178","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773100","SAMN05964025","simple","9606","Homo sapiens","GSM2371105","no","GEO","SRA488109","public","BC50902B48474A937E3FA1586B40B410","E38AB933E0665CA12BDE51D7BD46567A"
"99","SRR4785948","2017-06-20 16:29:14","2016-11-01 19:00:40","80287340","16018004928","80287340","199","4599","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785948/SRR4785948.1","SRX2316179","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773101","SAMN05964024","simple","9606","Homo sapiens","GSM2371106","no","GEO","SRA488109","public","84A5066FD44B77B9C1FE376F8C68B71F","44E77F7EFD94DDF9C21F86E7CB01FADF"
"100","SRR4785949","2017-06-20 16:29:14","2016-11-01 19:36:31","89976949","17941840951","89976949","199","5821","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785949/SRR4785949.1","SRX2316180","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773104","SAMN05964023","simple","9606","Homo sapiens","GSM2371107","no","GEO","SRA488109","public","6F197B4D9C7504BDCEDAEF49B924756A","D0B924F4484C4F271F160D5B20A1B005"
"101","SRR4785950","2017-06-20 16:29:14","2016-11-01 19:13:33","95555401","19029661596","95555401","199","5480","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785950/SRR4785950.1","SRX2316181","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773102","SAMN05964022","simple","9606","Homo sapiens","GSM2371108","no","GEO","SRA488109","public","60E30184E193834BF49F780CD33F4697","D8ED60A8F279F700CD8FD15DC78CFE06"
"102","SRR4785951","2017-06-20 16:29:14","2016-11-01 19:04:07","86500348","17273746260","86500348","199","5046","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785951/SRR4785951.1","SRX2316182","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773103","SAMN05964021","simple","9606","Homo sapiens","GSM2371109","no","GEO","SRA488109","public","0EE1C0FD1571ACAAE902A9B603D9FF1D","A6289714225D9BD6B433CA1D28E9A327"
"103","SRR4785952","2017-06-20 16:29:14","2016-11-01 19:12:37","98509284","19725667125","98509284","200","5488","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785952/SRR4785952.1","SRX2316183","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773107","SAMN05964020","simple","9606","Homo sapiens","GSM2371110","no","GEO","SRA488109","public","E6335754B4154CF34050FB2741206043","0F497449CC14810B9F0DDDFDD3EAF407"
"104","SRR4785953","2017-06-20 16:29:14","2016-11-01 20:08:55","87951868","17499092969","87951868","198","5293","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785953/SRR4785953.1","SRX2316184","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773108","SAMN05964019","simple","9606","Homo sapiens","GSM2371111","no","GEO","SRA488109","public","99EA06BC8B0E3C974987437679BEE344","775288A4002B69B02063F4952C93D764"
"105","SRR4785954","2017-06-20 16:29:14","2016-11-01 19:08:48","77770095","15501274302","77770095","199","4363","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785954/SRR4785954.1","SRX2316185","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773105","SAMN05964018","simple","9606","Homo sapiens","GSM2371112","no","GEO","SRA488109","public","593808B2231B5A31236E53E02171F524","0F5A8C02D45F49FE11E90B0ECAFCB177"
"106","SRR4785955","2017-06-20 16:29:14","2016-11-01 18:36:07","88213386","17648980754","88213386","200","5611","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785955/SRR4785955.1","SRX2316186","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773106","SAMN05964017","simple","9606","Homo sapiens","GSM2371113","no","GEO","SRA488109","public","CDE549D09BB6C3E91B732AD69CD786F6","8BF363A443D8C299FA7194955B81EF5B"
"107","SRR4785956","2017-06-20 16:29:14","2016-11-01 18:52:59","91291372","18185790205","91291372","199","6150","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785956/SRR4785956.1","SRX2316187","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773110","SAMN05964016","simple","9606","Homo sapiens","GSM2371114","no","GEO","SRA488109","public","1AA388DAF538D666AF46F5F71C67D348","245B14F35680C0FE51F745E4CFAE8DE8"
"108","SRR4785957","2017-06-20 16:29:14","2016-11-01 19:26:43","92059278","18305350631","92059278","198","5805","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785957/SRR4785957.1","SRX2316188","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773109","SAMN05964015","simple","9606","Homo sapiens","GSM2371115","no","GEO","SRA488109","public","3F32DC99D82B8EABB26A8601D19255EA","3D7F113AE5E10F0CFE05D710C48DC74B"
"109","SRR4785958","2017-06-20 16:29:14","2016-11-01 19:09:53","83404282","16462420330","83404282","197","5856","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785958/SRR4785958.1","SRX2316189","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773113","SAMN05964014","simple","9606","Homo sapiens","GSM2371116","no","GEO","SRA488109","public","79436719E44E107E1095F48ADC78D06E","212C4636B41A2884CCD830BC231C7407"
"110","SRR4785959","2017-06-20 16:29:14","2016-11-01 19:13:42","91015013","18230092322","91015013","200","4882","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785959/SRR4785959.1","SRX2316190","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773111","SAMN05964013","simple","9606","Homo sapiens","GSM2371117","no","GEO","SRA488109","public","BF66D1D8C79296ABE04B0C10916C478E","E3779186D33F688E0074B41F84B9E80F"
"111","SRR4785960","2017-06-20 16:29:19","2016-11-01 19:18:40","87483782","17405619513","87483782","198","5145","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785960/SRR4785960.1","SRX2316191","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773112","SAMN05964012","simple","9606","Homo sapiens","GSM2371118","no","GEO","SRA488109","public","1B65D67DBD89C86893BEC8D0FE2834A5","0D5A55007D68049383B17A465C7D9D4E"
"112","SRR4785961","2017-06-20 16:29:19","2016-11-01 19:31:48","77074753","15338693219","77074753","199","4753","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785961/SRR4785961.1","SRX2316192","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773115","SAMN05964011","simple","9606","Homo sapiens","GSM2371119","no","GEO","SRA488109","public","0EC8F5818EED7AE7FB02644F25946516","533D0BBD0C698C0AAC300DD21F6D2745"
"113","SRR4785962","2017-06-20 16:29:19","2016-11-01 19:18:15","84790906","16974868994","84790906","200","4757","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785962/SRR4785962.1","SRX2316193","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773114","SAMN05964010","simple","9606","Homo sapiens","GSM2371120","no","GEO","SRA488109","public","98D8174A7262002002B9C1103C3E859C","D642F2B52A67644564BB2061040714DD"
"114","SRR4785963","2017-06-20 16:29:19","2016-11-01 19:09:03","90621206","18113520145","90621206","199","4988","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785963/SRR4785963.1","SRX2316194","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773116","SAMN05964009","simple","9606","Homo sapiens","GSM2371121","no","GEO","SRA488109","public","1AD743BE4E8077B5011EB61E1729B3C0","25B1BC4B4AC82B739EEC2B96660FEC0D"
"115","SRR4785964","2017-06-20 16:29:19","2016-11-01 19:14:28","89490295","17799314492","89490295","198","5348","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785964/SRR4785964.1","SRX2316195","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773117","SAMN05964008","simple","9606","Homo sapiens","GSM2371122","no","GEO","SRA488109","public","968F6A9EAC6DB8B4E4CB007E5634E74C","AD1AAB84AF68C7A391E5E926AA23EB43"
"116","SRR4785965","2017-06-20 16:29:19","2016-11-01 18:48:21","91870004","18336040739","91870004","199","6027","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785965/SRR4785965.1","SRX2316196","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773118","SAMN05964007","simple","9606","Homo sapiens","GSM2371123","no","GEO","SRA488109","public","F950CB6CACC798548833E5B126C9CDA1","7DC151B9896509BB89E1E6DBB16CE627"
"117","SRR4785966","2017-06-20 16:29:19","2016-11-01 19:13:04","94911860","18917242207","94911860","199","5285","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785966/SRR4785966.1","SRX2316197","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773119","SAMN05964006","simple","9606","Homo sapiens","GSM2371124","no","GEO","SRA488109","public","AB690BD720B512565E0DA29DD7B5249A","6680F28785565A889517D25C56BC391D"
"118","SRR4785967","2017-06-20 16:29:19","2016-11-01 19:26:15","92069629","18399029355","92069629","199","5386","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785967/SRR4785967.1","SRX2316198","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773120","SAMN05964005","simple","9606","Homo sapiens","GSM2371125","no","GEO","SRA488109","public","DEEBC9D7DC3089DF17D0FDA221FF8AA7","68D7946C75FD193DA1B8CC58DFF36E4A"
"119","SRR4785968","2017-06-20 16:29:19","2016-11-01 20:07:05","94366051","18669949416","94366051","197","5496","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785968/SRR4785968.1","SRX2316199","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773121","SAMN05964004","simple","9606","Homo sapiens","GSM2371126","no","GEO","SRA488109","public","F1CB0D93D0C70891D647E79EECD5E312","B4E6901112B0B71CBCA719A4CCE82E2B"
"120","SRR4785969","2017-06-20 16:29:19","2016-11-01 19:08:54","82150336","16403166012","82150336","199","4475","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785969/SRR4785969.1","SRX2316200","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773122","SAMN05964003","simple","9606","Homo sapiens","GSM2371127","no","GEO","SRA488109","public","699C5F433C31E3C05DE6048528574789","CA266FB127CAE20AF06DC2B4D11C269D"
"121","SRR4785850","2017-06-20 16:29:13","2016-11-01 18:15:58","86049788","17053590995","86049788","198","5904","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785850/SRR4785850.1","SRX2316081","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773003","SAMN05964032","simple","9606","Homo sapiens","GSM2371008","no","GEO","SRA488109","public","2AF8B4AC9AC556F3CB0376A9F81BA2CA","735B1811C883872C6583C231B046D98E"
"122","SRR4785851","2017-06-20 16:29:13","2016-11-01 18:12:17","79796516","15818418624","79796516","198","5461","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785851/SRR4785851.1","SRX2316082","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773004","SAMN05964040","simple","9606","Homo sapiens","GSM2371009","no","GEO","SRA488109","public","53B040FB1CD5A6F230C64C98C9214A07","3DBE9F867394A3AB8F49E2B9B8384062"
"123","SRR4785852","2017-06-20 16:29:13","2016-11-01 18:21:25","89469073","17837113992","89469073","199","5491","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785852/SRR4785852.1","SRX2316083","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773005","SAMN05964041","simple","9606","Homo sapiens","GSM2371010","no","GEO","SRA488109","public","2A2A973251AE970FEA235A5FABB5FBC8","7C71EC4D97B572BEF293D82FB63514DE"
"124","SRR4785853","2017-06-20 16:29:13","2016-11-01 18:16:10","98283426","19573639306","98283426","199","6067","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785853/SRR4785853.1","SRX2316084","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773006","SAMN05964042","simple","9606","Homo sapiens","GSM2371011","no","GEO","SRA488109","public","66DB6043D8A5F9BB6BC3D1F1900D886A","1C05AD8FE356C4C7D9398CEC335C12FE"
"125","SRR4785854","2017-06-20 16:29:13","2016-11-01 18:21:59","91410483","18174543762","91410483","198","6003","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785854/SRR4785854.1","SRX2316085","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773007","SAMN05964113","simple","9606","Homo sapiens","GSM2371012","no","GEO","SRA488109","public","ED62DD4D325C54507ED9B16D0370FBE5","1B90850BCFDDA9A3419A4C6ECA82C348"
"126","SRR4785855","2017-06-20 16:29:13","2016-11-01 18:02:09","81697807","16125646619","81697807","197","5421","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785855/SRR4785855.1","SRX2316086","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773008","SAMN05964030","simple","9606","Homo sapiens","GSM2371013","no","GEO","SRA488109","public","6411D4F6B85883F8ACA51E772A3F4DC3","A8821345E4AE57B8EA295FB22826A77F"
"127","SRR4785856","2017-06-20 16:29:11","2016-11-01 18:21:19","85407088","16828315871","85407088","197","5872","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785856/SRR4785856.1","SRX2316087","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773009","SAMN05964029","simple","9606","Homo sapiens","GSM2371014","no","GEO","SRA488109","public","52C1ABDC8E399D232575AEC1C7815D03","DBB16CF3C4391ACF95464292F5515A5A"
"128","SRR4785857","2017-06-20 16:29:11","2016-11-01 18:19:07","81539959","16058237402","81539959","196","5722","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785857/SRR4785857.1","SRX2316088","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773013","SAMN05964028","simple","9606","Homo sapiens","GSM2371015","no","GEO","SRA488109","public","8242ED93536B4E44CAD4001CB13E9EAB","3E0D045F7EECC3AADEAB9F2D14542768"
"129","SRR4785858","2017-06-20 16:29:11","2016-11-01 18:23:28","92639780","18206820815","92639780","196","6472","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785858/SRR4785858.1","SRX2316089","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773010","SAMN05964027","simple","9606","Homo sapiens","GSM2371016","no","GEO","SRA488109","public","B16BF04A5EA852D0B13C0553D64F45F9","A7A690C22EA20007DB8E4106A7E69AE2"
"130","SRR4785859","2017-06-20 16:29:11","2016-11-01 18:03:42","77694218","15289968578","77694218","196","5441","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785859/SRR4785859.1","SRX2316090","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773011","SAMN05964092","simple","9606","Homo sapiens","GSM2371017","no","GEO","SRA488109","public","CE227D7900333428AF3EB907BCE44365","E4A2C21192A05B322A5D32932F5FE895"
"131","SRR4785860","2017-06-20 16:29:11","2016-11-01 18:20:02","80290647","15781348858","80290647","196","5985","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785860/SRR4785860.1","SRX2316091","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773012","SAMN05964091","simple","9606","Homo sapiens","GSM2371018","no","GEO","SRA488109","public","A9FB4894D11F32065BD2579E525A9CB5","2A3FE10F7550D8FEB12C218D836B2678"
"132","SRR4785861","2017-06-20 16:29:11","2016-11-01 18:02:28","82414771","16152220388","82414771","195","5827","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785861/SRR4785861.1","SRX2316092","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773014","SAMN05964031","simple","9606","Homo sapiens","GSM2371019","no","GEO","SRA488109","public","BD484B49E0274A767AE6E6FB7E600C0E","3443D75E963087C7D19E12EE03CA7812"
"133","SRR4785862","2017-06-20 16:29:11","2016-11-01 18:06:44","94525910","18890851214","94525910","199","5856","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785862/SRR4785862.1","SRX2316093","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773015","SAMN05964114","simple","9606","Homo sapiens","GSM2371020","no","GEO","SRA488109","public","4188BF452DAC12D162E8E9F689B8A3B7","D5AC9CF6D8E2CD31BFE285C3AF19B068"
"134","SRR4785863","2017-06-20 16:29:12","2016-11-01 18:30:35","88350482","17686880291","88350482","200","5525","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785863/SRR4785863.1","SRX2316094","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773016","SAMN05964084","simple","9606","Homo sapiens","GSM2371021","no","GEO","SRA488109","public","69D8BB6A21DE759120CA405A70207B7D","B5DDF2986FCBEE708BE6E5AC419E9BEF"
